Meno,Link,Licencia
"NitranCheck B, GPX+ 24.3.2024 ",https://chess-results.com/tnr889189.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Veľkonočný GJHTT turnaj ,https://chess-results.com/tnr915597.aspx,Creator/Last Upload: Slovak Chess Federation license 8
"Chess minigames ""B"" 28.3. 2024 ",https://chess-results.com/tnr873030.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Chess minigames ""A"" 28.3. 2024 ",https://chess-results.com/tnr873022.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Veľkonočný turnaj - Húsvéti verseny ,https://chess-results.com/tnr911470.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Veľkonočný rapid 2024 ,https://chess-results.com/tnr914652.aspx,Creator/Last Upload: Slovak Chess Federation
Veľkonočný blitz turnaj - Húsvéti villámv,https://chess-results.com/tnr914218.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Network Cafe Bardejov - GPX mládeže - 2.4.2024,https://chess-results.com/tnr917674.aspx,Creator/Last Upload: Slovak Chess Federation
Turnaj o Majstra šachového krúžku 2023/20,https://chess-results.com/tnr922617.aspx,Creator/Last Upload: Slovak Chess Federation
Veľká cena Topoľčian v bleskovom ,https://chess-results.com/tnr919671.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Dievčatá D18/D2,https://chess-results.com/tnr895584.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Dievčatá D16 ,https://chess-results.com/tnr895583.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Dievčatá D14 ,https://chess-results.com/tnr895581.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Dievčatá D12 ,https://chess-results.com/tnr895580.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Dievčatá D10 ,https://chess-results.com/tnr895579.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Dievčatá D08 ,https://chess-results.com/tnr895575.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Chlapci C18/C20 ,https://chess-results.com/tnr895591.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Chlapci C16 ,https://chess-results.com/tnr895590.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Chlapci C14 ,https://chess-results.com/tnr895589.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Chlapci C12 ,https://chess-results.com/tnr895588.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Chlapci C10 ,https://chess-results.com/tnr895587.aspx,Creator/Last Upload: Slovak Chess Federation license 1
MSR detí a mládeže 2024 - Chlapci C08 ,https://chess-results.com/tnr895585.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Network Cafe Bardejov - GPX mládeže - 6.4.2024,https://chess-results.com/tnr919636.aspx,Creator/Last Upload: Slovak Chess Federation
"Marcoví husári, Nové Zámky 2024 ",https://chess-results.com/tnr899996.aspx,Creator/Last Upload: Slovak Chess Federation
"FoosBar ŠACH-BAR liga, 2023-24, 8. kolo ",https://chess-results.com/tnr925578.aspx,Creator/Last Upload: windvd
AVION chess challenge 06.04.2024 (GPX mládeže),https://chess-results.com/tnr879900.aspx,Creator/Last Upload: Slovak Chess Federation license 4
MSR detí a mládeže 2024 - sprievodný bleskový ,https://chess-results.com/tnr921002.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Grand prix u sv.Don Bosca ,https://chess-results.com/tnr918054.aspx,Creator/Last Upload: Slovak Chess Federation
Dúbravská 4-ka Liga 2023/2024 ,https://chess-results.com/tnr922405.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Advokat chess Open Bratislava 2024 ,https://chess-results.com/tnr921873.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Rapid - mania Skalica 2024,https://chess-results.com/tnr922994.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Network Cafe Bardejov - GPX mládeže - 13.4.202,https://chess-results.com/tnr922970.aspx,Creator/Last Upload: Slovak Chess Federation
"Liga mládeža Spiša 6. kolo Bijacovce GPX 2023/24 08,11,14 ",https://chess-results.com/tnr923288.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation"
Liga mládeža Spiša 6. kolo Bijacovce 2023/24 GPX + 23 ,https://chess-results.com/tnr923296.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation"
GPX Malacky 2023 13.04.2024 Turnaj B ,https://chess-results.com/tnr907653.aspx,Creator/Last Upload: Slovak Chess Federation license 7
GPX Malacky 2023 13.04.2024 - Turnaj A ,https://chess-results.com/tnr907485.aspx,Creator/Last Upload: Slovak Chess Federation license 7
6. turnaj - XI. Ročník REINTER GPX v šach,https://chess-results.com/tnr923490.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Šachový turnaj nádejí KDZ ,https://chess-results.com/tnr924957.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Otvorené Majstrovstvá ZŠ kniežaťa Pr,https://chess-results.com/tnr924848.aspx,Creator/Last Upload: Slovak Chess Federation license 5
7.turnaj začiatočníkov-12.ročník - R,https://chess-results.com/tnr912685.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Šachový turnaj PNPP 2024 ,https://chess-results.com/tnr925916.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Turnaj pre najmenších 19.04. 2024 ,https://chess-results.com/tnr903475.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Jarny turnaj MERCURY B 2024 ,https://chess-results.com/tnr921113.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Jarny turnaj MERCURY A 2024 ,https://chess-results.com/tnr921112.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Tomášovská liga mládeže 2023/24 - 7. turn,https://chess-results.com/tnr924254.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce open 2023/24 - 7. turnaj ,https://chess-results.com/tnr924253.aspx,Creator/Last Upload: Slovak Chess Federation license 5
O pohár starostu obce Osuské - turnaj GPX ,https://chess-results.com/tnr923325.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Network Cafe Bardejov - GPX mládeže - 20.4.202,https://chess-results.com/tnr926356.aspx,Creator/Last Upload: Slovak Chess Federation
Jarný šachový turnaj GPX 2024 ,https://chess-results.com/tnr881811.aspx,Creator/Last Upload: Slovak Chess Federation license 6
GPX o Pohár Patrika Pata v Starej jedálni 20.04. 20,https://chess-results.com/tnr911215.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Bratislavske mestske dni 20.4.2024 (sobota) ,https://chess-results.com/tnr919191.aspx,Creator/Last Upload: Slovak Chess Federation license 4
9. ročník Májová pätnástka 2024 ,https://chess-results.com/tnr926273.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation"
Talent okresu Stara Lubovna - Open ,https://chess-results.com/tnr928501.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Talent Okresu Stara Lubovna ,https://chess-results.com/tnr928502.aspx,Creator/Last Upload: Slovak Chess Federation license 2
OPEN Slovan a Majstrovstvá BŠZ 2024 43.roč,https://chess-results.com/tnr853062.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Pohar starostu Tomášov 2024 ,https://chess-results.com/tnr928880.aspx,Creator/Last Upload: Slovak Chess Federation
Šachový turnaj zamestnancov MŽP ,https://chess-results.com/tnr928572.aspx,Creator/Last Upload: Slovak Chess Federation
Žiacka šachová liga Vranova 2023-2024 5. ,https://chess-results.com/tnr930734.aspx,Creator/Last Upload: Slovak Chess Federation license 9
"Majstrovstvá okresu Stropkov ZŠ, 5.kolo 26.4.2",https://chess-results.com/tnr924354.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Majstrovstvá okresu Stropkov turnaj SŠ, 5.kolo",https://chess-results.com/tnr924356.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Majstrovstva MC Petrzalka 2023/2024 ,https://chess-results.com/tnr924705.aspx,Creator/Last Upload: Slovak Chess Federation license 4
FIDE OPEN Liptovské Sliače 14.ročník ,https://chess-results.com/tnr876964.aspx,Creator/Last Upload: Slovak Chess Federation license 1
6. kolo školskej šachovej ligy v rapid &#,https://chess-results.com/tnr930328.aspx,Creator/Last Upload: Slovak Chess Federation license 7
ŠACHOVÝ TURNAJ GPX CENADA Apríl - Turnaj C ,https://chess-results.com/tnr930763.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"ŠACHOVÝ TURNAJ GPX CENADA Apríl - Turnaj B, GP",https://chess-results.com/tnr930776.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"ŠACHOVÝ TURNAJ GPX CENADA Apríl - Turnaj A, GP",https://chess-results.com/tnr929779.aspx,Creator/Last Upload: Slovak Chess Federation license 4
O pohár Bradla - GPX ,https://chess-results.com/tnr912736.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Network Cafe Bardejov - GPX mládeže - 27.4.202,https://chess-results.com/tnr930618.aspx,Creator/Last Upload: Slovak Chess Federation
"FoosBar ŠACH-BAR liga, 2023-24, 9. kolo ",https://chess-results.com/tnr942646.aspx,Creator/Last Upload: windvd
O pohár starostu obce Oravská Lesná ,https://chess-results.com/tnr932309.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Jarný šachový turnaj Topoľčianky ,https://chess-results.com/tnr847823.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Loko Rapid Qualification 2024 ,https://chess-results.com/tnr933013.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 66"
Network Cafe Bardejov - GPX mládeže - 1.5.2024,https://chess-results.com/tnr932115.aspx,Creator/Last Upload: Slovak Chess Federation
Veľká cena Topoľčian v bleskovom ,https://chess-results.com/tnr934425.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Majstrovstvá SR 2024 v šachu dvojíc zrakovo po,https://chess-results.com/tnr904929.aspx,Creator/Last Upload: Slovak Chess Federation
Košický víkenďák 2024 20 rokov ,https://chess-results.com/tnr924225.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Bodka za sezonou 2023-24 DPS : F, G, J, K, L, R ",https://chess-results.com/tnr930017.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Zilinsky šachovy festival - B turnaj ,https://chess-results.com/tnr921120.aspx,Creator/Last Upload: Slovak Chess Federation
Zilinsky šachovy festival - A turnaj ,https://chess-results.com/tnr921119.aspx,Creator/Last Upload: Slovak Chess Federation
Network Cafe Bardejov - GPX mládeže - 4.5.2024,https://chess-results.com/tnr934414.aspx,Creator/Last Upload: Slovak Chess Federation
Vivere Cafe Open Bardejov - 5.5.2024 ,https://chess-results.com/tnr935435.aspx,Creator/Last Upload: Slovak Chess Federation
Košický víkenďák 2024 Blicák ,https://chess-results.com/tnr924224.aspx,Creator/Last Upload: Slovak Chess Federation license 4
CORA GEO CUP Kežmarok 2024 ,https://chess-results.com/tnr935349.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Open Lipa ,https://chess-results.com/tnr936728.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Network Cafe Bardejov - GPX mládeže - 8.5.2024,https://chess-results.com/tnr936451.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá Slovenska družstiev mladších,https://chess-results.com/tnr911128.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Network Cafe Bardejov - GPX+ mládeže - 11.5.20,https://chess-results.com/tnr938040.aspx,Creator/Last Upload: Slovak Chess Federation
Network Cafe Bardejov - GPX mládeže - 11.5.202,https://chess-results.com/tnr938031.aspx,Creator/Last Upload: Slovak Chess Federation
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911125.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911124.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911123.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911122.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911121.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911120.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911109.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911108.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911107.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911106.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911105.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR mládeže jednotlivcov 2024 v rapid šac,https://chess-results.com/tnr911103.aspx,Creator/Last Upload: Slovak Chess Federation license 3
7. turnaj - XI. Ročník REINTER GPX v šach,https://chess-results.com/tnr936073.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Saleziansky turnaj zaciatocnikov ,https://chess-results.com/tnr935050.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Šach-Mat 8.kolo Šachovo barová liga v Chi,https://chess-results.com/tnr939313.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Rodinný šachový turnaj 2024 (Námestovo) ,https://chess-results.com/tnr939553.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Memoriál Richarda Rétiho XV. ročník ,https://chess-results.com/tnr932869.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá Slovenska družstiev starších,https://chess-results.com/tnr911129.aspx,Creator/Last Upload: Slovak Chess Federation license 3
8.turnaj začiatočníkov-12.ročník - R,https://chess-results.com/tnr924642.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Otvorené Majstrovstvá ZŠ s MŠ Smolenice -,https://chess-results.com/tnr940838.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Otvorené Majstrovstvá ZŠ s MŠ Smolenice ,https://chess-results.com/tnr933055.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Posezonne stretnutie SK Doprastav - 17. máj 2024 ,https://chess-results.com/tnr936108.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Tomášovská liga mládeže 2023/24 - 8. turn,https://chess-results.com/tnr940912.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce open 2023/24 - 8. turnaj ,https://chess-results.com/tnr940911.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Slovakia Chess Open - O pohár primátora mesta Gbely,https://chess-results.com/tnr907769.aspx,Creator/Last Upload: Slovak Chess Federation license 3
ŠACHOVÝ TURNAJ GPX CENADA Máj - Turnaj C ,https://chess-results.com/tnr942088.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"ŠACHOVÝ TURNAJ GPX CENADA Máj - Turnaj B, GPX+",https://chess-results.com/tnr940101.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"ŠACHOVÝ TURNAJ GPX CENADA Máj - Turnaj A, GPX ",https://chess-results.com/tnr940094.aspx,Creator/Last Upload: Slovak Chess Federation license 3
O pohár primátora mesta Bánovce nad Bebravou 2024 ,https://chess-results.com/tnr921952.aspx,"Creator: Slovak Chess Federation license 16,Last Upload: Slovak Chess Federation license 3"
NitranCheck GPX 18.5.2024 ,https://chess-results.com/tnr931361.aspx,Creator/Last Upload: Slovak Chess Federation license 6
"NitranCheck B, GPX+ 18.5.2024 ",https://chess-results.com/tnr931360.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Network Cafe Bardejov - GPX mládeže - 18.5.202,https://chess-results.com/tnr941933.aspx,Creator/Last Upload: Slovak Chess Federation
Ľubotický šachový turnaj GPX ,https://chess-results.com/tnr934058.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Junior turnaj o cenu RŠA Považie ,https://chess-results.com/tnr896406.aspx,Creator/Last Upload: Slovak Chess Federation license 6
"FoosBar ŠACH-BAR liga, 2023-24, 10. kolo ",https://chess-results.com/tnr932556.aspx,Creator/Last Upload: windvd
Dubnický šachový turnaj GPX,https://chess-results.com/tnr929124.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Dubnický šachový turnaj B-turnaj,https://chess-results.com/tnr932143.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Network Cafe Bardejov - GPX mládeže - 19.5.202,https://chess-results.com/tnr943513.aspx,Creator/Last Upload: Slovak Chess Federation
Karloveský šachový turnaj no.2 ,https://chess-results.com/tnr935988.aspx,Creator/Last Upload: Slovak Chess Federation
Dámsky šachový turnaj ,https://chess-results.com/tnr931514.aspx,Creator/Last Upload: Slovak Chess Federation license 2
2.kolo Talent okresu Stara Lubovna 2024 OPEN ,https://chess-results.com/tnr943374.aspx,Creator/Last Upload: Slovak Chess Federation license 2
2.kolo Talent okresu Stara Lubovna 2024 Mladez ,https://chess-results.com/tnr943398.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Senecká olympiáda 2024 ,https://chess-results.com/tnr944192.aspx,Creator/Last Upload: Slovak Chess Federation
"Otvorené Majstrovstvá SKŠ Farská 19, Nitra ",https://chess-results.com/tnr940043.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Vipelok - pokročilý  ,https://chess-results.com/tnr944948.aspx,Creator/Last Upload: Slovak Chess Federation
Vilopek - začiatočníci ,https://chess-results.com/tnr958740.aspx,Creator/Last Upload: Slovak Chess Federation
XXXIII. ročník  šachového turnaja ZEMPLÍN,https://chess-results.com/tnr911967.aspx,Creator/Last Upload: Slovak Chess Federation license 1
"Trnkovsky jazdec, 24.5.2024 Majstrovstva ZS Jarovce",https://chess-results.com/tnr940042.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Majstrovstvá okresu Stropkov ZŠ, 6.kolo 24.5.2",https://chess-results.com/tnr940660.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Majstrovstvá okresu Stropkov turnaj SŠ, 6.kolo",https://chess-results.com/tnr940680.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Loko Buhhouse 2024 ,https://chess-results.com/tnr940344.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Loko Blitz Dynamic 2024 Closed ,https://chess-results.com/tnr940343.aspx,Creator/Last Upload: Slovak Chess Federation license 6
ZOBOR CUP 2023/24 -  7. turnaj  ,https://chess-results.com/tnr928730.aspx,Creator/Last Upload: Slovak Chess Federation license 5
"ZOBOR CUP 2023/24  -  ""B"" - 7. turnaj  ",https://chess-results.com/tnr928919.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tatrafest - OPEN Tatry 2024 ,https://chess-results.com/tnr871954.aspx,Creator/Last Upload: Slovak Chess Federation license 6
"Tatrafest - Majstrovstva SR seniorov 65+ 2024, 19.r",https://chess-results.com/tnr776731.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Run and chess 25.5. 2024 ,https://chess-results.com/tnr872597.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Network Cafe Bardejov - GPX+ mládeže - 25.5.20,https://chess-results.com/tnr946592.aspx,Creator/Last Upload: Slovak Chess Federation
Network Cafe Bardejov - GPX mládeže - 25.5.202,https://chess-results.com/tnr946319.aspx,Creator/Last Upload: Slovak Chess Federation
Lysa pod Makytou B GPX+ ,https://chess-results.com/tnr946000.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Liga mládeža Spiša 7. kolo SNV GPX 2023/24 08,11,14 ",https://chess-results.com/tnr946767.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation"
Liga mládeža Spiša 7. kolo SNV 2023/24 GPX + 23 ,https://chess-results.com/tnr946769.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation"
GPX Lysa pod Makytou ,https://chess-results.com/tnr945991.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Network Cafe Bardejov - GPX+ mládeže - 26.5.20,https://chess-results.com/tnr947457.aspx,Creator/Last Upload: Slovak Chess Federation
Network Cafe Bardejov - GPX mládeže - 26.5.202,https://chess-results.com/tnr947453.aspx,Creator/Last Upload: Slovak Chess Federation
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr946775.aspx,Creator/Last Upload: Slovak Chess Federation license 9
"Tatrafest - SeniorBlesk 2024, 18.  ročník ",https://chess-results.com/tnr871960.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr946774.aspx,Creator/Last Upload: Slovak Chess Federation license 9
7. kolo školskej šachovej ligy v rapid &#,https://chess-results.com/tnr949344.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Nočný turnaj na deň detí ,https://chess-results.com/tnr950401.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr946778.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Vivere Bardejov - 1.6.2024 ,https://chess-results.com/tnr950271.aspx,Creator/Last Upload: Slovak Chess Federation
Slovakia Chess Open - 28. ročník Memoriálu Dr.,https://chess-results.com/tnr892035.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Slovakia Chess Open - 3. JAVES Cup_MBA v rapid #,https://chess-results.com/tnr892036.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr951667.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr946781.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Šachový deň CENADA ,https://chess-results.com/tnr952157.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr952147.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Frantisek Cup ,https://chess-results.com/tnr949989.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Frantisek Cup ,https://chess-results.com/tnr949977.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Zaver roku 2023/24 v ZS Felix ,https://chess-results.com/tnr953257.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr953121.aspx,Creator/Last Upload: Slovak Chess Federation license 9
XI. ročník šachového turnaja Open Reinter,https://chess-results.com/tnr889308.aspx,Creator/Last Upload: Slovak Chess Federation license 9
"Veľká cena Topoľčian v bleskovom šachu 2024, 6. turnaj ",https://chess-results.com/tnr953908.aspx,"Creator: Slovak Chess Federation license 1,Last Upload: Slovak Chess Federation"
Vivere Bardejov - 8.6.2024 ,https://chess-results.com/tnr953891.aspx,Creator/Last Upload: Slovak Chess Federation
Slovakia Chess Open - O pohár starostu obce Osuské,https://chess-results.com/tnr901986.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Semifinále GPX+ 2023/24 západ ,https://chess-results.com/tnr949027.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Semifinále GPX 2023/24 západ - D14 ,https://chess-results.com/tnr949026.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Semifinále GPX 2023/24 západ - D11 ,https://chess-results.com/tnr949025.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Semifinále GPX 2023/24 západ - D08 ,https://chess-results.com/tnr949024.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Semifinále GPX 2023/24 západ - C14 ,https://chess-results.com/tnr949023.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Semifinále GPX 2023/24 západ - C11 ,https://chess-results.com/tnr949022.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Semifinále GPX 2023/24 západ - C08 ,https://chess-results.com/tnr949021.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Chess Open Chynorany 7 ročník - 2024 ,https://chess-results.com/tnr954545.aspx,Creator/Last Upload: Slovak Chess Federation license 8
GPX semifinale STRED 2023/24 - GPX+ ,https://chess-results.com/tnr946264.aspx,Creator/Last Upload: Slovak Chess Federation license 4
GPX semifinale STRED 2023/24 - Dievcata D14 ,https://chess-results.com/tnr946258.aspx,Creator/Last Upload: Slovak Chess Federation license 4
GPX semifinale STRED 2023/24 - Dievcata D11 ,https://chess-results.com/tnr946265.aspx,Creator/Last Upload: Slovak Chess Federation license 4
GPX semifinale STRED 2023/24 - Dievcata  D08 ,https://chess-results.com/tnr946207.aspx,Creator/Last Upload: Slovak Chess Federation license 4
GPX semifinale STRED 2023/24 - Chlapci  U14 ,https://chess-results.com/tnr946245.aspx,Creator/Last Upload: Slovak Chess Federation license 4
GPX semifinale STRED 2023/24 - Chlapci  U11 ,https://chess-results.com/tnr946231.aspx,Creator/Last Upload: Slovak Chess Federation license 4
GPX semifinale STRED 2023/24 - Chlapci  U08 ,https://chess-results.com/tnr946228.aspx,Creator/Last Upload: Slovak Chess Federation license 4
 GPX Semifinále Východ 2023/2024 GPX+ ,https://chess-results.com/tnr949733.aspx,Creator/Last Upload: Slovak Chess Federation
 GPX Semifinále Východ 2023/2024 D14 ,https://chess-results.com/tnr949732.aspx,Creator/Last Upload: Slovak Chess Federation
 GPX Semifinále Východ 2023/2024 D11 ,https://chess-results.com/tnr949731.aspx,Creator/Last Upload: Slovak Chess Federation
 GPX Semifinále Východ 2023/2024 D08 ,https://chess-results.com/tnr949730.aspx,Creator/Last Upload: Slovak Chess Federation
 GPX Semifinále Východ 2023/2024 C14 ,https://chess-results.com/tnr949729.aspx,Creator/Last Upload: Slovak Chess Federation
 GPX Semifinále Východ 2023/2024 C11 ,https://chess-results.com/tnr949728.aspx,Creator/Last Upload: Slovak Chess Federation
 GPX Semifinále Východ 2023/2024 C08 ,https://chess-results.com/tnr949727.aspx,Creator/Last Upload: Slovak Chess Federation
Koncorocny treningovy C+D 2024 ,https://chess-results.com/tnr955527.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Koncorocny treningovy A+B 2024 ,https://chess-results.com/tnr955618.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Humenská žiacka šachová liga 2024 - Š,https://chess-results.com/tnr955786.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Humenská žiacka šachová liga 2024 - Finál,https://chess-results.com/tnr956562.aspx,Creator/Last Upload: Slovak Chess Federation license 9
9.turnaj začiatočníkov-12.ročník - R,https://chess-results.com/tnr936898.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Open Air Chess 2. ročník - Šarišské ,https://chess-results.com/tnr958944.aspx,Creator/Last Upload: Slovak Chess Federation license 9
MSR Žien 2024 ,https://chess-results.com/tnr944334.aspx,Creator/Last Upload: Slovak Chess Federation license 3
MSR Jednotlivcov 2024 - GM ,https://chess-results.com/tnr944326.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Letny turnaj MERCURY ELITE 2024 ,https://chess-results.com/tnr952279.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Letny turnaj MERCURY B 2024 ,https://chess-results.com/tnr952278.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Letny turnaj MERCURY A 2024 ,https://chess-results.com/tnr952270.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Júnový turnaj (Oravská Polhora) ,https://chess-results.com/tnr957165.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vivere Bardejov - 15.6.2024 ,https://chess-results.com/tnr957556.aspx,Creator/Last Upload: Slovak Chess Federation
